#(id,from,to,speed,planTime)
(50914,18,93,6, 85)
(50630,26,81,8, 85)
(47172,75,10,8, 85)
(11008,69,1,6, 85)
(29371,32,98,8, 85)
(43666,11,99,8, 85)
(22894,25,80,6, 85)
(28074,6,81,6, 85)
(16626,66,1,4, 85)
(17695,78,2,6, 85)
(18071,87,22,4, 85)
(47728,57,2,4, 85)
(19084,52,10,6, 85)
(27861,21,77,8, 85)
(36764,50,94,6, 85)
(22539,65,10,6, 85)
(15362,98,31,4, 85)
(48864,1,56,4, 85)
(23039,84,19,4, 85)
(27255,3,69,4, 85)
(36913,15,90,8, 85)
(18074,94,49,8, 85)
(31997,85,10,6, 85)
(26059,1,68,8, 85)
(49858,28,73,4, 85)
(47064,99,44,6, 85)
(16045,49,92,8, 85)
(49309,47,92,8, 85)
(20622,88,31,8, 85)
(18502,100,23,8, 85)
(50190,43,100,6, 85)
(37479,54,10,4, 85)
(13131,84,29,6, 85)
(44740,72,28,4, 85)
(11442,75,30,8, 85)
(40521,36,91,4, 85)
(43237,70,13,4, 85)
(12372,80,15,4, 85)
(43938,80,13,6, 85)
(41724,23,78,6, 85)
(37481,81,29,4, 85)
(14723,13,98,8, 85)
(13969,100,14,6, 85)
(13545,69,11,6, 85)
(24741,95,30,4, 85)
(42043,89,3,8, 85)
(30050,54,10,8, 85)
(32330,94,19,6, 85)
(19335,90,25,8, 85)
(47870,76,11,6, 85)
(25192,68,12,6, 85)
(40585,95,30,6, 85)
(36507,19,74,6, 85)
(28257,14,90,8, 85)
(21767,12,79,4, 85)
(35632,86,21,8, 85)
(47133,64,10,8, 85)
(44921,59,3,6, 85)
(44920,20,75,8, 85)
(32413,56,1,8, 85)
(36738,40,93,8, 85)
(43155,30,94,4, 85)
(46182,14,79,4, 85)
(39720,100,42,6, 85)
(25978,86,11,4, 85)
(18284,34,90,4, 85)
(18274,14,70,8, 85)
(16220,75,10,4, 85)
(19758,4,99,6, 85)
(43086,97,22,4, 85)
(42078,53,9,6, 85)
(29117,69,14,6, 85)
(32329,1,100,4, 85)
(36251,53,8,8, 85)
(30044,24,80,8, 85)
(12746,61,10,4, 85)
(16388,17,81,8, 85)
(19360,95,30,8, 85)
(20802,2,67,4, 85)
(11732,12,77,8, 85)
(30552,24,100,8, 85)
(33769,13,98,8, 85)
(20878,44,99,8, 85)
(39811,86,31,4, 85)
(26242,96,1,6, 85)
(26236,32,87,8, 85)
(20896,37,91,4, 85)
(18245,26,71,8, 85)
(32955,66,11,8, 85)
(49895,76,21,4, 85)
(49118,41,100,8, 85)
(43776,60,2,6, 85)
(24316,31,99,6, 85)
(48308,9,94,8, 85)
(11337,98,32,4, 85)
(34107,78,1,6, 85)
(31514,37,81,8, 85)
(46074,3,88,8, 85)
(21664,9,53,6, 85)
(48917,95,40,4, 85)
(16255,34,90,6, 85)
(41610,60,3,6, 85)
(10860,38,82,4, 85)
(16257,37,81,6, 85)
(23770,16,91,4, 85)
(24321,21,96,4, 85)
(19815,76,1,4, 85)
(10083,51,9,6, 85)
(16274,67,12,4, 85)
(37121,36,81,4, 85)
(45026,77,11,8, 85)
(16332,62,19,4, 85)
(26615,18,71,8, 85)
(28617,81,30,4, 85)
(27576,2,87,4, 85)
(15257,48,93,4, 85)
(34457,20,65,4, 85)
(22514,39,83,4, 85)
(38659,55,10,8, 85)
(35417,22,87,6, 85)
(32950,22,97,6, 85)
(44810,4,99,4, 85)
(50534,41,96,6, 85)
(49078,30,75,8, 85)
(50627,52,8,8, 85)
(17437,22,99,8, 85)
(40002,87,32,8, 85)
(19382,35,90,4, 85)
(42975,87,22,6, 85)
(17425,19,92,8, 85)
(27503,28,91,4, 85)
(46326,10,83,8, 85)
(24049,8,93,4, 85)
(37868,16,81,8, 85)
(14854,94,39,4, 85)
(34160,94,40,4, 85)
(21579,20,91,8, 85)
(10657,50,93,8, 85)
(10218,31,99,8, 85)
(49083,99,33,4, 85)
(17415,57,2,6, 85)
(50760,81,20,6, 85)
(41526,6,61,4, 85)
(12241,20,65,8, 85)
(45950,78,22,4, 85)
(42052,47,91,6, 85)
(13429,36,81,8, 85)
(48288,39,94,4, 85)
(27996,33,100,6, 85)
(33808,57,1,4, 85)
(12947,24,90,6, 85)
(31752,45,100,6, 85)
(48915,96,41,6, 85)
(46253,67,12,4, 85)
(43855,80,4,6, 85)
(47344,95,10,6, 85)
(39024,85,30,8, 85)
(26565,72,29,8, 85)
(50650,1,66,6, 85)
(12916,19,84,4, 85)
(38656,7,92,8, 85)
(18175,47,92,4, 85)
(34453,20,65,8, 85)
(16438,89,23,4, 85)
(27006,4,70,6, 85)
(37834,52,8,4, 85)
(21981,10,83,8, 85)
(19893,44,99,8, 85)
(37609,38,81,4, 85)
(37823,12,78,6, 85)
(48735,29,83,8, 85)
(46277,5,60,8, 85)
(13160,60,4,4, 85)
(20972,49,91,4, 85)
(49085,37,82,6, 85)
(11347,16,71,6, 85)
(30032,49,94,4, 85)
(28609,12,97,6, 85)
(26771,27,72,6, 85)
(29938,22,88,6, 85)
(19900,92,30,6, 85)
(28325,91,16,8, 85)
(21909,19,71,4, 85)
(29941,68,13,6, 85)
(47908,13,69,4, 85)
(23679,19,71,6, 85)
(31950,86,21,6, 85)
(16859,96,1,8, 85)
(50279,97,41,6, 85)
(45666,35,90,8, 85)
(44450,75,30,8, 85)
(46738,32,89,6, 85)
(18771,33,99,6, 85)
(25817,91,28,6, 85)
(18769,29,91,8, 85)
(50503,22,90,6, 85)
(42449,68,2,8, 85)
(10573,71,27,4, 85)
(29208,24,80,4, 85)
(30980,20,85,4, 85)
(37036,83,9,8, 85)
(10395,85,30,6, 85)
(33540,62,19,8, 85)
(23059,58,2,8, 85)
(36607,90,24,4, 85)
(21276,90,13,4, 85)
(24804,22,88,8, 85)
(18824,1,90,4, 85)
(11105,100,1,6, 85)
(41310,52,10,6, 85)
(13495,8,62,8, 85)
(35859,67,2,4, 85)
(37547,30,95,8, 85)
(37776,35,90,6, 85)
(10790,70,4,6, 85)
(45450,96,41,6, 85)
(27777,71,19,8, 85)
(45456,27,82,4, 85)
(29752,61,17,8, 85)
(15813,58,2,6, 85)
(14500,31,86,8, 85)
(17114,21,100,6, 85)
(13649,16,71,4, 85)
(20295,58,1,6, 85)
(23733,19,64,6, 85)
(20441,85,40,8, 85)
(43423,74,19,6, 85)
(24447,48,91,8, 85)
(18956,15,100,4, 85)
(50424,42,97,8, 85)
(47444,72,19,4, 85)
(48833,65,20,6, 85)
(25362,13,80,4, 85)
(35983,46,91,6, 85)
(30660,28,83,6, 85)
(33952,85,30,4, 85)
(12416,66,1,8, 85)
(38690,41,100,6, 85)
(14461,69,4,6, 85)
(26692,16,81,4, 85)
(17807,33,98,4, 85)
(36872,2,77,4, 85)
(16857,98,21,4, 85)
(15587,91,50,8, 85)
(18947,77,12,8, 85)
(20111,94,9,6, 85)
(20455,55,10,8, 85)
(40373,91,17,6, 85)
(10297,72,19,8, 85)
(26134,85,20,8, 85)
(17837,42,98,4, 85)
(30394,23,100,4, 85)
(41274,73,20,8, 85)
(23860,15,80,4, 85)
(50439,12,78,4, 85)
(10783,54,9,6, 85)
(22687,37,82,4, 85)
(49510,63,10,4, 85)
(18711,15,70,8, 85)
(47470,76,1,8, 85)
(14340,81,38,8, 85)
(27681,8,73,8, 85)
(39214,81,9,4, 85)
(33287,63,8,6, 85)
(13506,26,91,6, 85)
(19536,25,90,8, 85)
(17849,97,21,8, 85)
(12332,4,90,8, 85)
(15845,61,9,4, 85)
(28776,93,38,8, 85)
(43526,9,51,4, 85)
(25026,19,62,6, 85)
(22466,100,34,6, 85)
(48218,2,59,6, 85)
(10549,16,81,6, 85)
(45576,62,7,8, 85)
(41289,53,9,8, 85)
(16890,21,90,4, 85)
(31530,79,1,8, 85)
(17947,48,92,8, 85)
(50044,36,81,8, 85)
(29014,48,92,8, 85)
(14418,22,88,8, 85)
(33005,56,1,6, 85)
(38229,29,83,4, 85)
(10571,66,11,4, 85)
(12523,57,2,4, 85)
(22301,86,1,8, 85)
(33365,44,100,4, 85)
(45632,68,11,6, 85)
(15645,69,3,6, 85)
(39157,89,13,6, 85)
(29427,51,9,4, 85)
(45440,44,99,8, 85)
(17904,21,77,8, 85)
(36727,59,2,8, 85)
(23544,83,30,8, 85)
(29286,45,100,4, 85)
(14396,14,79,6, 85)
(18917,40,95,6, 85)
(27365,76,11,4, 85)
(28491,55,10,6, 85)
(44172,32,98,4, 85)
(32481,80,11,8, 85)
(43533,49,91,8, 85)
(32969,74,29,4, 85)
(46803,99,23,6, 85)
(14328,97,32,4, 85)
(29218,2,90,8, 85)
(13634,19,73,4, 85)
(50419,42,99,8, 85)
(34531,4,79,4, 85)
(48382,2,100,8, 85)
(27813,8,63,4, 85)
(15475,22,100,4, 85)
(45476,25,80,4, 85)
(36887,35,90,6, 85)
(20261,76,1,6, 85)
(14198,2,67,8, 85)
(40985,100,5,6, 85)
(10909,78,11,6, 85)
(46592,50,92,4, 85)
(34799,51,9,4, 85)
(18550,23,98,4, 85)
(19593,2,90,4, 85)
(28438,82,9,4, 85)
(43488,62,10,8, 85)
(47413,14,89,4, 85)
(14125,89,2,6, 85)
(26527,72,17,6, 85)
(32096,1,96,4, 85)
(34211,43,100,8, 85)
(39119,11,70,8, 85)
(30590,84,30,6, 85)
(20263,75,30,6, 85)
(47832,59,4,4, 85)
(25858,12,80,6, 85)
(26523,11,70,6, 85)
(38617,65,20,8, 85)
(15795,84,20,6, 85)
(42355,51,6,6, 85)
(30609,19,63,8, 85)
(23586,96,21,6, 85)
(48550,87,22,4, 85)
(28275,32,97,6, 85)
(12023,35,100,4, 85)
(46548,78,23,6, 85)
(40008,68,2,4, 85)
(18801,39,84,6, 85)
(17756,32,90,6, 85)
(20022,27,91,4, 85)
(26072,78,23,8, 85)
(12165,78,23,4, 85)
(39403,54,10,8, 85)
(30608,80,24,6, 85)
(48856,37,91,4, 85)
(41996,25,80,8, 85)
(34956,61,6,6, 85)
(44595,4,69,6, 85)
(13521,5,80,4, 85)
(31369,19,61,6, 85)
(23347,72,7,6, 85)
(20026,51,10,4, 85)
(26652,34,89,4, 85)
(49190,67,11,4, 85)
(21083,77,1,4, 85)
(21090,93,28,8, 85)
(29477,67,12,6, 85)
(20268,16,91,4, 85)
(48259,39,84,8, 85)
(15522,67,2,4, 85)
(28228,58,2,4, 85)
(16763,6,91,4, 85)
(47255,67,11,8, 85)
(30951,48,92,4, 85)
(30206,76,11,4, 85)
(46656,29,91,4, 85)
(42780,20,65,6, 85)
(40064,27,81,4, 85)
(23902,43,99,8, 85)
(49958,72,7,6, 85)
(36380,63,10,4, 85)
(26085,46,91,8, 85)
(35464,40,93,4, 85)
(17026,98,13,8, 85)
(11811,4,70,8, 85)
(30498,60,4,4, 85)
(41021,31,88,6, 85)
(22193,62,20,6, 85)
(37024,43,98,4, 85)
(36379,33,88,8, 85)
(23415,7,61,8, 85)
(47259,96,1,6, 85)
(23710,73,28,8, 85)
(47035,94,30,8, 85)
(18588,48,93,4, 85)
(19473,38,82,8, 85)
(18027,70,11,6, 85)
(49432,94,40,6, 85)
(48020,67,2,8, 85)
(28883,21,96,8, 85)
(34797,7,62,8, 85)
(10186,20,61,6, 85)
(35798,89,23,6, 85)
(21397,62,17,6, 85)
(20496,95,10,8, 85)
(12648,10,55,6, 85)
(27560,18,62,8, 86)
(36262,91,36,8, 86)
(46050,39,83,6, 86)
(19590,94,50,4, 86)
(15779,58,3,4, 86)
(40232,30,95,4, 86)
(35524,30,95,4, 86)
(37860,25,100,6, 86)
(29241,79,12,6, 86)
(31196,97,42,4, 86)
(21305,63,19,8, 86)
(15169,80,24,8, 86)
(18235,51,8,8, 86)
(22633,83,28,6, 86)
(40323,11,98,4, 86)
(33060,74,20,6, 86)
(40624,78,23,4, 86)
(26031,81,17,8, 86)
(36203,13,100,8, 86)
(34635,23,99,6, 86)
(46088,14,99,6, 86)
(21278,78,11,8, 86)
(27216,2,59,6, 86)
(19787,98,42,8, 86)
(37371,20,81,8, 86)
(38797,60,4,4, 86)
(49718,27,82,8, 86)
(13908,91,36,4, 86)
(50880,76,21,4, 86)
(46077,4,89,8, 86)
(43753,30,73,6, 86)
(33971,64,19,8, 86)
(37894,46,91,8, 86)
(48488,8,62,4, 86)
(26015,44,100,8, 86)
(14018,78,23,8, 86)
(27215,46,91,8, 86)
(43448,11,68,4, 86)
(23985,61,9,6, 86)
(13909,12,67,8, 86)
(33030,74,20,6, 86)
(15758,91,38,4, 86)
(37377,72,28,4, 86)
(49714,64,20,4, 86)
(12445,52,9,4, 86)
(31188,60,5,6, 86)
(48222,17,71,6, 86)
(49902,39,83,4, 86)
(25512,59,2,4, 86)
(31136,3,98,8, 86)
(45084,83,18,8, 86)
(32573,6,91,8, 86)
(40496,91,36,6, 86)
(25506,39,83,8, 86)
(36650,45,100,8, 86)
(45205,78,12,4, 86)
(34574,3,88,6, 86)
(40426,91,9,8, 86)
(45762,34,100,4, 86)
(45761,52,7,8, 86)
(17704,80,12,8, 86)
(19421,22,99,4, 86)
(34472,76,21,6, 86)
(49298,16,71,4, 86)
(21437,50,91,8, 86)
(37924,35,90,8, 86)
(45184,79,24,4, 86)
(24569,6,91,8, 86)
(45718,74,29,6, 86)
(12461,55,10,4, 86)
(29687,69,2,8, 86)
(28884,19,74,6, 86)
(49956,69,14,8, 86)
(21390,40,91,4, 86)
(43225,36,91,8, 86)
(23688,40,95,6, 86)
(31864,31,96,8, 86)
(42020,100,34,4, 86)
(27074,84,29,4, 86)
(21505,59,2,4, 86)
(25084,45,100,6, 86)
(27084,85,40,8, 86)
(49965,93,50,4, 86)
(17749,76,1,4, 86)
(21514,19,93,4, 86)
(17750,74,10,4, 86)
(28879,20,71,8, 86)
(36257,53,8,6, 86)
(21519,20,73,8, 86)
(49623,6,61,6, 86)
(45870,66,11,4, 86)
(32976,42,99,4, 86)
(21528,55,10,4, 86)
(24649,89,2,6, 86)
(36333,7,61,8, 86)
(11362,84,10,4, 86)
(49173,35,100,8, 86)
(37356,28,82,6, 86)
(21498,54,9,4, 86)
(27638,47,92,8, 86)
(21088,30,85,8, 86)
(19426,19,61,4, 86)
(26190,58,1,4, 86)
(33232,1,99,4, 86)
(36069,62,8,4, 86)
(15341,21,87,8, 86)
(26694,71,30,6, 86)
(13879,69,4,6, 86)
(16178,16,81,6, 86)
(15646,16,91,6, 86)
(45118,12,69,6, 86)
(17663,24,100,8, 86)
(22746,2,67,8, 86)
(17660,93,28,4, 86)
(25380,90,34,4, 86)
(17938,18,73,4, 86)
(45607,26,71,8, 86)
(40359,80,1,4, 86)
(32840,2,87,4, 86)
(25491,47,91,4, 86)
(40354,11,68,8, 86)
(37046,50,91,8, 86)
(47207,96,1,8, 86)
(26128,33,89,6, 86)
(16209,61,8,4, 86)
(27896,66,11,6, 86)
(20945,27,91,6, 86)
(50265,35,90,4, 86)
(45998,15,70,8, 86)
(26033,57,2,8, 86)
(27901,18,83,8, 86)
(11828,70,12,4, 86)
(45630,73,10,4, 86)
(41814,29,93,4, 86)
(15639,57,2,8, 86)
(49665,82,18,6, 86)
(11790,35,90,6, 86)
(15327,58,2,6, 86)
(47639,26,71,4, 86)
(49323,63,9,6, 86)
(16145,59,4,4, 86)
(26107,4,99,4, 86)
(19391,4,69,4, 86)
(35550,7,62,4, 86)
(21384,40,83,4, 86)
(45665,12,97,6, 86)
(45955,96,31,4, 86)
(24218,60,3,6, 86)
(15907,70,3,6, 86)
(50274,89,14,4, 86)
(49333,33,100,4, 86)
(10822,4,79,8, 86)
(50753,9,83,6, 86)
(22750,73,9,6, 86)
(42004,67,1,6, 86)
(12906,93,30,8, 86)
(49336,48,91,4, 86)
(50807,74,20,4, 86)
(45127,18,82,4, 86)
(43690,11,90,8, 86)
(15702,87,32,8, 86)
(41810,19,62,6, 86)
(44250,16,71,8, 86)
(37854,28,91,4, 86)
(41415,50,92,6, 86)
(22664,74,29,8, 86)
(28103,90,4,4, 86)
(49426,32,97,6, 86)
(12999,28,92,4, 86)
(44027,38,81,6, 86)
(48096,54,10,4, 86)
(32046,37,92,6, 86)
(50552,53,8,4, 86)
(40958,13,79,8, 86)
(33104,74,9,8, 86)
(42815,47,91,6, 86)
(35121,71,30,4, 86)
(39411,67,1,4, 86)
(50394,68,3,6, 86)
(47742,20,83,6, 86)
(31158,74,20,6, 86)
(16725,43,99,8, 86)
(37723,73,19,6, 86)
(44565,76,1,8, 86)
(11213,7,71,8, 86)
(44088,68,3,4, 86)
(12256,7,52,6, 86)
(47407,49,93,4, 86)
(26517,99,34,8, 86)
(30873,24,90,8, 86)
(20479,97,22,8, 86)
(14538,28,82,4, 86)
(20071,95,40,8, 86)
(41012,88,21,8, 86)
(28736,80,25,6, 86)
(34348,22,99,4, 86)
(14558,4,99,4, 86)
(17253,98,11,4, 86)
(36284,92,40,6, 86)
(50098,57,1,8, 86)
(12049,33,88,6, 86)
(49531,62,17,6, 86)
(10060,50,93,8, 86)
(25328,30,73,8, 86)
(29997,84,30,4, 86)
(25875,10,62,8, 86)
(29098,2,60,6, 86)
(40887,12,78,4, 86)
(46449,27,82,8, 86)
(28061,52,8,6, 86)
(32596,60,1,6, 86)
(35107,85,40,4, 86)
(40854,71,10,8, 86)
(49048,76,11,6, 86)
(25195,80,14,8, 86)
(50017,10,85,4, 86)
(29520,56,1,6, 86)
(22005,76,1,8, 86)
(22501,50,93,6, 86)
(42303,35,100,8, 86)
(28045,62,20,6, 86)
(41503,34,99,8, 86)
(46396,18,81,6, 86)
(13294,36,81,6, 86)
(42871,42,100,6, 86)
(27252,34,89,6, 86)
(40904,81,7,6, 86)
(27457,47,91,6, 86)
(12129,69,11,8, 86)
(44633,58,1,4, 86)
(23313,89,2,6, 86)
(16666,22,88,8, 86)
(35771,96,11,8, 86)
(30359,12,70,4, 86)
(42843,49,92,8, 86)
(11270,98,12,4, 86)
(43988,60,1,8, 86)
(39469,97,31,6, 86)
(33627,67,11,4, 86)
(38551,61,19,8, 86)
(28079,30,91,6, 86)
(32369,80,23,4, 86)
(48859,31,100,8, 86)
(37275,46,91,8, 86)
(44666,92,50,4, 86)
(31893,61,8,6, 86)
(26556,15,70,6, 86)
(13084,41,97,8, 86)
(17222,56,1,4, 86)
(14286,23,99,6, 86)
(42607,24,99,6, 86)
(18752,32,89,6, 86)
(13341,99,31,4, 86)
(24395,40,83,4, 86)
(10052,31,86,4, 86)
(48061,33,90,6, 86)
(25789,72,20,8, 86)
(13351,67,1,4, 86)
(37215,88,31,4, 86)
(18849,73,30,8, 86)
(23071,81,20,8, 86)
(23536,70,11,6, 86)
(48628,66,11,6, 86)
(16961,86,31,8, 86)
(49838,54,9,8, 86)
(12075,51,9,4, 86)
(24925,68,1,4, 86)
(17150,52,10,4, 86)
(50462,77,1,6, 86)
(20208,2,69,4, 86)
(22437,34,99,8, 86)
(26469,75,20,4, 86)
(18807,81,6,6, 86)
(18793,88,32,4, 86)
(33490,65,10,4, 86)
(39110,58,1,6, 86)
(47788,90,15,8, 86)
(30401,11,70,6, 86)
(47450,36,91,8, 86)
(44280,93,20,6, 86)
(22424,28,81,6, 86)
(49822,34,90,8, 86)
(32791,13,79,4, 86)
(39125,57,2,4, 86)
(42551,13,70,8, 86)
(36140,19,93,4, 86)
(29925,86,11,6, 86)
(48051,5,60,6, 86)
(30913,25,80,6, 86)
(49507,46,91,4, 86)
(44180,98,31,8, 86)
(36868,5,90,4, 86)
(18939,80,1,6, 86)
(38723,32,89,4, 86)
(20419,53,9,6, 86)
(23850,78,22,4, 86)
(35168,89,13,8, 86)
(32352,45,100,6, 86)
(23486,70,4,8, 86)
(44118,56,1,4, 86)
(46728,48,92,6, 86)
(42719,46,91,4, 86)
(25678,40,83,6, 86)
(28935,76,21,6, 86)
(38063,1,76,6, 86)
(41047,23,79,4, 86)
(31881,65,20,6, 86)
(42420,17,81,8, 86)
(13319,26,81,8, 86)
(48993,37,81,4, 86)
(36866,57,2,6, 86)
(16879,2,67,8, 86)
(24083,9,72,8, 86)
(38226,77,21,6, 86)
(37545,74,30,4, 86)
(42665,100,24,6, 86)
(26417,78,23,8, 86)
(24434,90,22,4, 86)
(49468,70,1,8, 86)
(42675,19,72,8, 86)
(20460,56,1,6, 86)
(28761,22,89,8, 86)
(37770,56,1,4, 86)
(14407,26,71,4, 86)
(39239,11,68,8, 86)
(12207,66,11,4, 86)
(30271,66,11,4, 86)
(48408,49,94,4, 86)
(47426,14,100,4, 86)
(46768,80,21,8, 86)
(18919,30,75,6, 86)
(32632,24,79,8, 86)
(48448,94,30,6, 86)
(40830,75,30,8, 86)
(10171,25,90,4, 86)
(24936,34,90,4, 86)
(33718,58,3,6, 86)
(19864,58,2,4, 86)
(46227,88,12,4, 86)
(43929,6,91,6, 86)
(37983,34,100,6, 86)
(43055,65,10,8, 86)
(36658,40,95,8, 86)
(37453,3,69,4, 86)
(18269,51,10,8, 86)
(38291,88,33,8, 86)
(34122,76,21,4, 86)
(23640,93,20,4, 86)
(35900,6,71,4, 86)
(24530,76,1,8, 86)
(27981,13,79,4, 86)
(35082,54,10,4, 86)
(50532,48,92,8, 86)
(50131,29,82,8, 86)
(16482,20,63,6, 86)
(47537,58,2,4, 86)
(24512,12,77,4, 86)
(32379,31,86,4, 86)
(25955,49,91,4, 86)
(42206,95,20,4, 86)
(42205,100,31,8, 86)
(44842,44,100,8, 86)
(40758,58,2,6, 86)
(13141,100,1,6, 86)
(25946,18,82,8, 86)
(43864,54,9,6, 86)
(14970,79,4,4, 86)
(23331,58,2,8, 86)
(50757,62,20,8, 86)
(36271,39,94,4, 86)
(17576,64,10,6, 86)
(15106,8,51,6, 86)
(44962,73,10,8, 86)
(49724,83,28,4, 86)
(11727,99,14,6, 86)
(44974,9,73,8, 86)
(41624,77,21,6, 86)
(12354,35,100,6, 86)
(10200,88,33,6, 86)
(17597,46,91,4, 86)
(12731,83,19,6, 86)
(49122,15,100,8, 86)
(43765,96,11,8, 86)
(26609,39,93,6, 86)
(15128,60,4,6, 86)
(36348,96,11,6, 86)
(46141,19,64,4, 86)
(27219,37,92,8, 86)
(28918,72,30,4, 86)
(48319,13,70,6, 86)
(13780,37,81,6, 86)
(19838,97,31,6, 86)
(42156,85,20,8, 86)
(46164,9,91,4, 86)
(34648,71,6,4, 86)
(33744,37,91,4, 86)
(10435,72,28,4, 86)
(34423,37,91,4, 86)
(23008,83,38,6, 86)
(15092,92,27,4, 86)
(48463,73,18,6, 86)
(34917,78,2,8, 86)
(21760,57,2,4, 86)
(19187,86,11,6, 86)
(11969,17,71,6, 86)
(47531,33,88,8, 86)
(32488,42,97,6, 86)
(47717,90,24,4, 86)
(28011,72,10,8, 86)
(50919,39,91,6, 86)
(47367,87,1,4, 86)
(50761,46,91,8, 86)
(21985,39,94,8, 86)
(40828,73,19,6, 86)
(20669,82,19,4, 86)
(10328,11,96,8, 86)
(47722,76,1,6, 86)
(42273,3,100,4, 86)
(17410,100,22,8, 86)
(31178,50,91,4, 86)
(30265,34,89,4, 87)
(36184,88,2,4, 87)
(15200,92,47,6, 87)
(22011,35,100,8, 87)
(42644,94,40,8, 87)
(39215,22,98,6, 87)
(15684,70,3,4, 87)
(22349,21,98,8, 87)
(35618,53,9,8, 87)
(21753,3,69,8, 87)
(31786,92,7,8, 87)
(33650,88,32,8, 87)
(14351,76,1,4, 87)
(36144,23,88,4, 87)
(31889,92,17,4, 87)
(50456,27,91,4, 87)
(39933,97,31,8, 87)
(21312,59,3,6, 87)
(30287,2,80,8, 87)
(36851,47,91,6, 87)
(21665,30,83,8, 87)
(46045,55,10,8, 87)
(46815,24,99,8, 87)
(42684,9,83,8, 87)
(45640,12,78,4, 87)
(46448,49,92,8, 87)
(40136,11,90,8, 87)
(45938,11,78,6, 87)
(37941,80,21,4, 87)
(42471,10,53,6, 87)
(37006,10,72,6, 87)
(36858,37,82,4, 87)
(32891,97,41,8, 87)
(25902,44,99,4, 87)
(48633,88,32,8, 87)
(39526,1,80,8, 87)
(24971,95,40,8, 87)
(34824,33,88,4, 87)
(18912,9,62,6, 87)
(21358,48,92,8, 87)
(33748,50,91,8, 87)
(12443,39,92,6, 87)
(10712,92,30,4, 87)
(26723,38,91,6, 87)
(39010,78,23,4, 87)
(36123,81,8,8, 87)
(22335,93,9,8, 87)
(33519,45,100,4, 87)
(25704,80,5,6, 87)
(15213,64,20,6, 87)
(46055,89,33,4, 87)
(14183,81,20,8, 87)
(43427,71,8,4, 87)
(34644,85,40,4, 87)
(22412,21,76,4, 87)
(21690,3,58,8, 87)
(19322,11,100,4, 87)
(50762,70,14,8, 87)
(19297,90,5,4, 87)
(25915,23,90,4, 87)
(48948,34,100,8, 87)
(27721,42,99,6, 87)
(15143,5,90,4, 87)
(24221,78,12,4, 87)
(11236,17,81,6, 87)
(13987,44,100,4, 87)
(22429,40,92,6, 87)
(39111,40,93,4, 87)
(26679,37,91,8, 87)
(45500,86,31,6, 87)
(26001,57,2,4, 87)
(38710,99,42,8, 87)
(23519,60,2,8, 87)
(15777,51,9,6, 87)
(46386,3,89,6, 87)
(18796,52,7,6, 87)
(46110,62,7,6, 87)
(47684,42,99,8, 87)
(14100,61,8,6, 87)
(12278,69,14,8, 87)
(39176,8,81,4, 87)
(47213,90,14,6, 87)
(14275,12,98,8, 87)
(15719,32,98,8, 87)
(29956,77,2,6, 87)
(32661,91,8,4, 87)
(15108,67,1,6, 87)
(10688,80,15,6, 87)
(33284,97,31,8, 87)
(14331,27,72,8, 87)
(36160,81,19,4, 87)
(10199,2,88,6, 87)
(31622,62,9,6, 87)
(50789,83,20,4, 87)
(17903,45,100,6, 87)
(42548,9,84,6, 87)
(22384,11,100,6, 87)
(27137,63,18,4, 87)
(50556,18,93,4, 87)
(50475,53,9,4, 87)
(45535,59,2,8, 87)
(49723,49,92,8, 87)
(12613,93,50,6, 87)
(38760,39,82,4, 87)
(45534,3,58,6, 87)
(18823,80,24,6, 87)
(33123,90,5,8, 87)
(50641,93,40,8, 87)
(36085,2,88,4, 87)
(22387,64,9,6, 87)
(33914,22,99,6, 87)
(10014,78,1,4, 87)
(30972,90,1,4, 87)
(30521,2,89,4, 87)
(15287,80,1,4, 87)
(47649,95,40,4, 87)
(22178,9,92,8, 87)
(46583,97,12,6, 87)
(39378,10,63,8, 87)
(22488,81,38,6, 87)
(49018,98,23,4, 87)
(50292,95,10,4, 87)
(11890,68,1,6, 87)
(36307,1,59,6, 87)
(21475,8,52,8, 87)
(50317,15,70,6, 87)
(49907,86,21,6, 87)
(32734,29,74,8, 87)
(29741,77,21,4, 87)
(31923,15,80,4, 87)
(14076,32,99,4, 87)
(38243,84,10,4, 87)
(48470,71,19,6, 87)
(12410,11,99,8, 87)
(14887,51,6,6, 87)
(39350,9,73,4, 87)
(24984,64,19,4, 87)
(43018,40,91,8, 87)
(11387,63,18,8, 87)
(22182,77,21,4, 87)
(42072,79,14,6, 87)
(13968,26,91,6, 87)
(46565,28,91,4, 87)
(42010,51,7,4, 87)
(36464,70,12,8, 87)
(12706,75,20,4, 87)
(29386,20,92,4, 87)
(33810,40,94,4, 87)
(23460,58,1,4, 87)
(34899,83,8,6, 87)
(19029,39,82,6, 87)
(45812,100,4,4, 87)
(26070,41,100,6, 87)
(39619,51,7,8, 87)
(38032,75,10,6, 87)
(18545,90,23,6, 87)
(28601,22,89,6, 87)
(15292,100,22,4, 87)
(37989,34,90,6, 87)
(18520,95,30,6, 87)
(34901,66,1,6, 87)
(48926,85,20,8, 87)
(19166,87,11,8, 87)
(29234,22,100,6, 87)
(42369,52,9,4, 87)
(28098,95,50,8, 87)
(24854,68,11,8, 87)
(21915,84,20,8, 87)
(24733,9,94,8, 87)
(35763,95,40,4, 87)
(21947,18,73,8, 87)
